[2012-10-08 06:32:36,742 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:32:38,934 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:32:41,834 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:32:41,907 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:33:50,107 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:33:50,128 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:34:18,774 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:38:29,060 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:40:37,935 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:40:41,153 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:40:41,248 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:41:19,438 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:41:19,515 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:42:27,386 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:42:38,979 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:42:39,232 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:51:58,981 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:51:59,005 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:53:04,907 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:53:04,932 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:53:46,119 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:53:46,301 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:54:30,660 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:54:30,854 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:56:12,314 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:56:12,523 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:59:02,682 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:59:02,918 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:59:52,014 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 06:59:52,048 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:01:24,771 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:01:24,796 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:03:18,092 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:03:18,299 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:03:22,271 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:04:11,105 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:04:36,650 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:04:36,716 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:06:07,369 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:06:07,658 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:06:15,095 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:06:15,170 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:07:45,880 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:07:45,918 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:09:01,370 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:09:01,406 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:09:54,668 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-08 07:09:54,699 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:46:28,135 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-10 11:46:28,211 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:47:22,642 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-10 11:47:22,657 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:47:28,260 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:47:33,565 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-10 11:47:33,581 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:52:26,742 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-10 11:52:26,785 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:52:40,243 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-10 11:52:40,302 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:52:40,516 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:52:44,739 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-10 11:52:44,750 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:52:47,908 django.request WARNING] base: Not Found: /favicon.ico
[2012-10-10 11:52:47,921 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:52:51,758 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:52:51,811 django.request WARNING] base: Not Found: /favicon.ico/
[2012-10-10 11:53:47,333 django.request WARNING] base: Not Found: /favicon.ico/
